,participant,participant_code,card_no,correct_card,correct_persevering,seq_no,rule,card_shape,card_number,card_colour,reaction_time_ms,status,card_selected,error,perseverance_error,not_perseverance_error
16448,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,8,1,4,2,number,circle,2,yellow,1242,2,2,1,0,1
16449,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,14,1,2,3,number,circle,4,green,1683,2,4,1,0,1
16450,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,39,4,1,4,number,star,2,red,1063,2,1,1,1,0
16451,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,33,4,3,5,number,star,1,blue,1439,1,4,0,0,0
16452,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,8,1,4,6,number,circle,2,yellow,1981,1,1,0,0,0
16453,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,42,3,3,1,shape,star,3,green,1570,2,4,1,0,1
16454,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,60,3,3,2,shape,triangle,3,yellow,1922,2,2,1,0,1
16455,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,8,2,2,3,shape,circle,2,yellow,1276,1,2,0,0,0
16456,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,30,4,4,4,shape,cross,4,green,2604,1,4,0,0,0
16457,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,52,1,1,5,shape,triangle,1,yellow,1177,1,1,0,0,0
16458,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,5,2,2,6,shape,circle,2,blue,1132,1,2,0,0,0
16459,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,30,4,4,7,shape,cross,4,green,1183,1,4,0,0,0
16460,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,31,4,3,1,color,cross,4,red,1610,1,4,0,0,0
16461,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,5,2,1,2,color,circle,2,blue,1458,1,2,0,0,0
16462,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,23,2,3,3,color,cross,2,red,2059,1,2,0,0,0
16463,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,18,1,3,4,color,cross,1,green,974,1,1,0,0,0
16464,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,20,1,3,5,color,cross,1,yellow,1074,1,1,0,0,0
16465,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,43,3,1,1,shape,star,3,red,1598,1,3,0,0,0
16466,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,39,2,1,2,shape,star,2,red,1031,1,2,0,0,0
16467,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,14,4,2,3,shape,circle,4,green,1232,1,4,0,0,0
16468,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,49,1,3,4,shape,triangle,1,blue,1209,1,1,0,0,0
16469,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,31,4,1,5,shape,cross,4,red,1312,1,4,0,0,0
16470,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,43,4,4,1,number,star,3,red,1042,2,3,1,0,1
16471,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,49,2,2,2,number,triangle,1,blue,1682,2,3,1,0,1
16472,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,59,2,2,3,number,triangle,3,red,1560,1,2,0,0,0
16473,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,31,3,3,4,number,cross,4,red,1509,1,3,0,0,0
16474,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,14,1,1,5,number,circle,4,green,1918,1,1,0,0,0
16475,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,12,1,1,6,number,circle,3,yellow,2043,1,1,0,0,0
16476,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,31,3,3,7,number,cross,4,red,1100,1,3,0,0,0
16477,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,24,2,2,1,shape,cross,2,yellow,1688,2,3,1,0,1
16478,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,13,4,4,2,shape,circle,4,blue,943,2,3,1,0,1
16479,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,49,1,1,3,shape,triangle,1,blue,1386,1,1,0,0,0
16480,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,10,3,3,4,shape,circle,3,green,1223,2,2,1,0,1
16481,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,59,3,3,5,shape,triangle,3,red,1307,2,2,1,0,1
16482,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,18,1,1,6,shape,cross,1,green,1094,2,2,1,0,1
16483,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,34,1,4,1,color,star,1,green,1195,2,2,1,0,1
16484,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,39,2,4,2,color,star,2,red,1157,2,4,1,1,0
16485,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,24,2,3,3,color,cross,2,yellow,1823,2,3,1,1,0
16486,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,13,4,1,4,color,circle,4,blue,1489,2,3,1,0,1
16487,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,39,2,4,5,color,star,2,red,1149,1,2,0,0,0
16488,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,42,3,2,1,shape,star,3,green,1261,1,3,0,0,0
16489,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,20,1,4,2,shape,cross,1,yellow,1734,2,4,1,1,0
16490,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,12,3,4,3,shape,circle,3,yellow,1033,1,3,0,0,0
16491,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,34,1,2,4,shape,star,1,green,1222,1,1,0,0,0
16492,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,39,2,1,5,shape,star,2,red,1788,2,1,1,1,0
16493,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,5,2,3,6,shape,circle,2,blue,1139,1,2,0,0,0
16494,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,61,4,2,1,color,triangle,4,blue,1316,1,4,0,0,0
16495,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,61,4,2,2,color,triangle,4,blue,1448,1,4,0,0,0
16496,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,14,4,1,3,color,circle,4,green,1462,2,2,1,0,1
16497,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,14,4,1,4,color,circle,4,green,1329,2,1,1,1,0
16498,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,23,2,3,5,color,cross,2,red,1085,1,2,0,0,0
16499,463780.0,s.4721f6bb-6048-44ae-bf7f-4878bd7c71b7.txt,20,1,3,6,color,cross,1,yellow,964,1,1,0,0,0
16500,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,52,1,0,1,shape,triangle,1,yellow,8599,1,1,0,0,0
16501,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,59,3,0,2,shape,triangle,3,red,5464,1,3,0,0,0
16502,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,23,2,0,3,shape,cross,2,red,10000,3,3,1,0,1
16503,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,52,1,0,4,shape,triangle,1,yellow,4583,1,1,0,0,0
16504,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,52,1,0,5,shape,triangle,1,yellow,1659,1,1,0,0,0
16505,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,60,3,0,6,shape,triangle,3,yellow,2091,1,3,0,0,0
16506,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,61,4,0,7,shape,triangle,4,blue,7401,1,4,0,0,0
16507,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,10,3,0,8,shape,circle,3,green,6314,1,3,0,0,0
16508,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,24,2,0,9,shape,cross,2,yellow,1946,1,2,0,0,0
16509,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,43,3,0,10,shape,star,3,red,1298,1,3,0,0,0
16510,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,60,2,2,1,number,triangle,3,yellow,1125,2,4,1,0,1
16511,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,43,4,4,2,number,star,3,red,922,2,3,1,0,1
16512,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,63,2,2,3,number,triangle,4,red,3132,2,4,1,0,1
16513,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,5,1,1,4,number,circle,2,blue,1705,2,2,1,0,1
16514,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,8,1,1,5,number,circle,2,yellow,2100,2,4,1,0,1
16515,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,63,2,2,6,number,triangle,4,red,2394,2,1,1,0,1
16516,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,60,2,2,7,number,triangle,3,yellow,1111,1,2,0,0,0
16517,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,12,1,1,8,number,circle,3,yellow,1511,1,1,0,0,0
16518,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,52,2,2,9,number,triangle,1,yellow,1154,2,1,1,0,1
16519,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,24,2,2,1,color,cross,2,yellow,1192,2,3,1,0,1
16520,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,59,3,3,2,color,triangle,3,red,1617,2,1,1,0,1
16521,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,60,3,3,3,color,triangle,3,yellow,1273,1,3,0,0,0
16522,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,20,1,1,4,color,cross,1,yellow,1796,1,1,0,0,0
16523,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,23,2,2,5,color,cross,2,red,963,1,2,0,0,0
16524,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,61,4,4,6,color,triangle,4,blue,1406,1,4,0,0,0
16525,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,59,3,3,7,color,triangle,3,red,1055,1,3,0,0,0
16526,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,13,4,4,8,color,circle,4,blue,1868,1,4,0,0,0
16527,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,52,1,4,1,shape,triangle,1,yellow,1615,1,1,0,0,0
16528,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,12,3,4,2,shape,circle,3,yellow,1365,1,3,0,0,0
16529,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,18,1,2,3,shape,cross,1,green,10000,3,3,1,0,1
16530,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,33,1,3,4,shape,star,1,blue,1533,1,1,0,0,0
16531,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,61,4,3,5,shape,triangle,4,blue,2327,1,4,0,0,0
16532,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,52,1,4,6,shape,triangle,1,yellow,2564,1,1,0,0,0
16533,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,37,2,3,7,shape,star,2,blue,977,1,2,0,0,0
16534,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,59,3,1,8,shape,triangle,3,red,1414,1,3,0,0,0
16535,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,34,4,4,1,number,star,1,green,1674,2,1,1,0,1
16536,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,24,3,3,2,number,cross,2,yellow,4237,2,2,1,0,1
16537,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,43,4,4,3,number,star,3,red,3634,2,3,1,0,1
16538,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,49,2,2,4,number,triangle,1,blue,1104,2,1,1,0,1
16539,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,63,2,2,5,number,triangle,4,red,937,1,2,0,0,0
16540,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,43,4,4,6,number,star,3,red,1232,1,4,0,0,0
16541,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,12,1,1,7,number,circle,3,yellow,1762,1,1,0,0,0
16542,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,18,1,1,1,color,cross,1,green,1471,2,3,1,0,1
16543,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,30,4,4,2,color,cross,4,green,954,2,2,1,0,1
16544,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,63,4,4,3,color,triangle,4,red,1045,1,4,0,0,0
16545,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,33,1,1,4,color,star,1,blue,2355,1,1,0,0,0
16546,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,42,3,3,5,color,star,3,green,1444,1,3,0,0,0
16547,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,39,4,1,1,number,star,2,red,970,2,2,1,0,1
16548,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,8,1,4,2,number,circle,2,yellow,1936,2,4,1,1,0
16549,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,14,1,2,3,number,circle,4,green,2038,1,1,0,0,0
16550,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,39,4,1,4,number,star,2,red,2745,1,4,0,0,0
16551,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,33,4,3,5,number,star,1,blue,1201,1,4,0,0,0
16552,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,8,1,4,6,number,circle,2,yellow,1395,1,1,0,0,0
16553,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,42,3,3,1,shape,star,3,green,1271,2,4,1,0,1
16554,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,60,3,3,2,shape,triangle,3,yellow,1604,2,4,1,0,1
16555,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,8,2,2,3,shape,circle,2,yellow,1003,1,2,0,0,0
16556,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,30,4,4,4,shape,cross,4,green,4100,1,4,0,0,0
16557,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,52,1,1,5,shape,triangle,1,yellow,1261,1,1,0,0,0
16558,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,5,2,2,6,shape,circle,2,blue,1499,1,2,0,0,0
16559,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,30,4,4,7,shape,cross,4,green,988,1,4,0,0,0
16560,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,31,4,3,1,color,cross,4,red,1239,1,4,0,0,0
16561,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,5,2,1,2,color,circle,2,blue,1297,1,2,0,0,0
16562,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,23,2,3,3,color,cross,2,red,1063,1,2,0,0,0
16563,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,18,1,3,4,color,cross,1,green,1010,1,1,0,0,0
16564,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,20,1,3,5,color,cross,1,yellow,1077,1,1,0,0,0
16565,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,43,3,1,1,shape,star,3,red,1146,1,3,0,0,0
16566,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,39,2,1,2,shape,star,2,red,1031,1,2,0,0,0
16567,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,14,4,2,3,shape,circle,4,green,1266,1,4,0,0,0
16568,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,49,1,3,4,shape,triangle,1,blue,903,1,1,0,0,0
16569,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,31,4,1,5,shape,cross,4,red,1150,1,4,0,0,0
16570,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,43,4,4,1,number,star,3,red,1111,2,3,1,0,1
16571,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,49,2,2,2,number,triangle,1,blue,1320,2,3,1,0,1
16572,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,59,2,2,3,number,triangle,3,red,961,1,2,0,0,0
16573,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,31,3,3,4,number,cross,4,red,959,1,3,0,0,0
16574,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,14,1,1,5,number,circle,4,green,1892,1,1,0,0,0
16575,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,12,1,1,6,number,circle,3,yellow,873,1,1,0,0,0
16576,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,31,3,3,7,number,cross,4,red,1850,1,3,0,0,0
16577,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,24,2,2,1,shape,cross,2,yellow,922,2,3,1,0,1
16578,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,13,4,4,2,shape,circle,4,blue,1506,1,4,0,0,0
16579,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,49,1,1,3,shape,triangle,1,blue,1086,1,1,0,0,0
16580,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,10,3,3,4,shape,circle,3,green,973,1,3,0,0,0
16581,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,59,3,3,5,shape,triangle,3,red,1603,1,3,0,0,0
16582,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,18,1,1,6,shape,cross,1,green,997,1,1,0,0,0
16583,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,34,1,4,1,color,star,1,green,565,1,1,0,0,0
16584,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,39,2,4,2,color,star,2,red,1224,1,2,0,0,0
16585,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,24,2,3,3,color,cross,2,yellow,902,1,2,0,0,0
16586,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,13,4,1,4,color,circle,4,blue,1038,1,4,0,0,0
16587,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,39,2,4,5,color,star,2,red,904,1,2,0,0,0
16588,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,42,3,2,1,shape,star,3,green,1256,1,3,0,0,0
16589,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,20,1,4,2,shape,cross,1,yellow,1056,1,1,0,0,0
16590,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,12,3,4,3,shape,circle,3,yellow,894,1,3,0,0,0
16591,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,34,1,2,4,shape,star,1,green,958,1,1,0,0,0
16592,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,39,2,1,5,shape,star,2,red,1020,1,2,0,0,0
16593,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,5,2,3,6,shape,circle,2,blue,962,1,2,0,0,0
16594,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,61,4,2,1,color,triangle,4,blue,1498,1,4,0,0,0
16595,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,61,4,2,2,color,triangle,4,blue,921,1,4,0,0,0
16596,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,14,4,1,3,color,circle,4,green,1218,1,4,0,0,0
16597,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,14,4,1,4,color,circle,4,green,823,1,4,0,0,0
16598,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,23,2,3,5,color,cross,2,red,1086,1,2,0,0,0
16599,984020.0,s.adac53c2-b13a-44ce-bebd-efd519644c11.txt,20,1,3,6,color,cross,1,yellow,1301,1,1,0,0,0
16600,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,52,1,0,1,shape,triangle,1,yellow,4067,1,1,0,0,0
16601,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,59,3,0,2,shape,triangle,3,red,1392,1,3,0,0,0
16602,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,23,2,0,3,shape,cross,2,red,1270,1,2,0,0,0
16603,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,52,1,0,4,shape,triangle,1,yellow,1008,1,1,0,0,0
16604,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,52,1,0,5,shape,triangle,1,yellow,775,1,1,0,0,0
16605,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,60,3,0,6,shape,triangle,3,yellow,1294,1,3,0,0,0
16606,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,61,4,0,7,shape,triangle,4,blue,1277,1,4,0,0,0
16607,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,10,3,0,8,shape,circle,3,green,1641,1,3,0,0,0
16608,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,24,2,0,9,shape,cross,2,yellow,1203,1,2,0,0,0
16609,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,43,3,0,10,shape,star,3,red,1210,1,3,0,0,0
16610,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,60,2,2,1,number,triangle,3,yellow,1171,2,3,1,0,1
16611,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,43,4,4,2,number,star,3,red,1524,2,1,1,0,1
16612,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,63,2,2,3,number,triangle,4,red,3195,1,2,0,0,0
16613,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,5,1,1,4,number,circle,2,blue,5014,1,1,0,0,0
16614,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,8,1,1,5,number,circle,2,yellow,791,1,1,0,0,0
16615,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,63,2,2,6,number,triangle,4,red,1779,1,2,0,0,0
16616,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,60,2,2,7,number,triangle,3,yellow,1196,1,2,0,0,0
16617,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,12,1,1,8,number,circle,3,yellow,1375,1,1,0,0,0
16618,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,52,2,2,9,number,triangle,1,yellow,1494,1,2,0,0,0
16619,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,24,2,2,1,color,cross,2,yellow,1494,2,3,1,0,1
16620,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,59,3,3,2,color,triangle,3,red,1950,1,3,0,0,0
16621,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,60,3,3,3,color,triangle,3,yellow,1254,1,3,0,0,0
16622,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,20,1,1,4,color,cross,1,yellow,1130,1,1,0,0,0
16623,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,23,2,2,5,color,cross,2,red,1559,1,2,0,0,0
16624,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,61,4,4,6,color,triangle,4,blue,3451,1,4,0,0,0
16625,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,59,3,3,7,color,triangle,3,red,1349,1,3,0,0,0
16626,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,13,4,4,8,color,circle,4,blue,1691,1,4,0,0,0
16627,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,52,1,4,1,shape,triangle,1,yellow,1615,1,1,0,0,0
16628,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,12,3,4,2,shape,circle,3,yellow,1513,1,3,0,0,0
16629,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,18,1,2,3,shape,cross,1,green,2688,1,1,0,0,0
16630,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,33,1,3,4,shape,star,1,blue,1093,1,1,0,0,0
16631,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,61,4,3,5,shape,triangle,4,blue,1552,1,4,0,0,0
16632,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,52,1,4,6,shape,triangle,1,yellow,1094,1,1,0,0,0
16633,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,37,2,3,7,shape,star,2,blue,1117,1,2,0,0,0
16634,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,59,3,1,8,shape,triangle,3,red,1454,1,3,0,0,0
16635,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,34,4,4,1,number,star,1,green,1867,2,1,1,0,1
16636,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,24,3,3,2,number,cross,2,yellow,2539,1,3,0,0,0
16637,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,43,4,4,3,number,star,3,red,1421,1,4,0,0,0
16638,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,49,2,2,4,number,triangle,1,blue,1672,1,2,0,0,0
16639,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,63,2,2,5,number,triangle,4,red,1061,1,2,0,0,0
16640,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,43,4,4,6,number,star,3,red,2995,1,4,0,0,0
16641,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,12,1,1,7,number,circle,3,yellow,1467,1,1,0,0,0
16642,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,18,1,1,1,color,cross,1,green,1925,2,3,1,0,1
16643,208212.0,s.b983e6bb-d7b8-48c2-9467-671a3d3718be.txt,30,4,4,2,color,cross,4,green,1705,1,4,0,0,0
